Rating,1 Week Change,Team,Division,Predicted Record_Wins,Predicted Record_Losses,Predicted Record_Ties,Regular Season Result_Win Division,Regular Season Result_Make Playoffs,Postseason Odds_Make Div Round,Postseason Odds_Make Conf Champ,Postseason Odds_Make Super Bowl,Postseason Odds_Win Super Bowl,Week
-4.2,-0.2,Detroit,NFC North,3.4,11.6,1.0,0%,0%,0%,0%,0%,0%,17
-4.5,1.0,Arizona,NFC West,5.2,9.8,1.0,0%,0%,0%,0%,0%,0%,17
-5.4,-0.1,Jacksonville,AFC South,5.4,10.6,0.0,0%,0%,0%,0%,0%,0%,17
-5.8,0.9,Oakland,AFC West,7.3,8.7,0.0,0%,0%,0%,0%,0%,0%,17
-6.3,0.5,NY Jets,AFC East,6.2,9.8,0.0,0%,0%,0%,0%,0%,0%,17
-6.6,0.4,NY Giants,NFC East,4.4,11.6,0.0,0%,0%,0%,0%,0%,0%,17
-8.2,-0.2,Cincinnati,AFC North,1.4,14.6,0.0,0%,0%,0%,0%,0%,0%,17
-8.5,-0.4,Washington,NFC East,3.1,12.9,0.0,0%,0%,0%,0%,0%,0%,17
-11.7,0.2,Miami,AFC East,4.0,12.0,0.0,0%,0%,0%,0%,0%,0%,17
10.4,0.0,Baltimore,AFC North,14.0,2.0,0.0,100%,100%,100%,0%,0%,0%,18
9.0,0.0,Kansas City,AFC West,12.0,4.0,0.0,100%,100%,100%,100%,100%,51%,18
8.7,0.0,San Francisco,NFC West,13.0,3.0,0.0,100%,100%,100%,100%,100%,49%,18
8.2,0.0,New England,AFC East,12.0,4.0,0.0,100%,100%,0%,0%,0%,0%,18
5.9,0.0,New Orleans,NFC South,13.0,3.0,0.0,100%,100%,0%,0%,0%,0%,18
4.9,0.0,Minnesota,NFC North,10.0,6.0,0.0,0%,100%,100%,0%,0%,0%,18
4.7,0.0,Tennessee,AFC South,9.0,7.0,0.0,0%,100%,100%,100%,0%,0%,18
4.4,0.0,Dallas,NFC East,8.0,8.0,0.0,0%,0%,0%,0%,0%,0%,18
3.5,0.0,LA Rams,NFC West,9.0,7.0,0.0,0%,0%,0%,0%,0%,0%,18
3.0,0.0,Green Bay,NFC North,13.0,3.0,0.0,100%,100%,100%,100%,0%,0%,18
2.3,0.0,Seattle,NFC West,11.0,5.0,0.0,0%,100%,100%,0%,0%,0%,18
0.8,0.0,Buffalo,AFC East,10.0,6.0,0.0,0%,100%,0%,0%,0%,0%,18
0.8,0.0,LA Chargers,AFC West,5.0,11.0,0.0,0%,0%,0%,0%,0%,0%,18
0.7,0.0,Houston,AFC South,10.0,6.0,0.0,100%,100%,100%,0%,0%,0%,18
0.6,0.0,Philadelphia,NFC East,9.0,7.0,0.0,100%,100%,0%,0%,0%,0%,18
0.5,0.0,Atlanta,NFC South,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,18
0.2,0.0,Tampa Bay,NFC South,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,18
0.0,0.0,Chicago,NFC North,8.0,8.0,0.0,0%,0%,0%,0%,0%,0%,18
-0.5,0.0,Pittsburgh,AFC North,8.0,8.0,0.0,0%,0%,0%,0%,0%,0%,18
-0.9,0.0,Indianapolis,AFC South,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,18
-1.5,0.0,Denver,AFC West,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,18
-1.9,0.0,Cleveland,AFC North,6.0,10.0,0.0,0%,0%,0%,0%,0%,0%,18
-4.1,0.0,Detroit,NFC North,3.0,12.0,1.0,0%,0%,0%,0%,0%,0%,18
-4.3,0.0,Jacksonville,AFC South,6.0,10.0,0.0,0%,0%,0%,0%,0%,0%,18
-4.3,0.0,Arizona,NFC West,5.0,10.0,1.0,0%,0%,0%,0%,0%,0%,18
-5.0,0.0,Carolina,NFC South,5.0,11.0,0.0,0%,0%,0%,0%,0%,0%,18
-5.3,0.0,Oakland,AFC West,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,18
-5.6,0.0,NY Jets,AFC East,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,18
-7.3,0.0,NY Giants,NFC East,4.0,12.0,0.0,0%,0%,0%,0%,0%,0%,18
-7.6,0.0,Cincinnati,AFC North,2.0,14.0,0.0,0%,0%,0%,0%,0%,0%,18
-9.3,0.0,Washington,NFC East,3.0,13.0,0.0,0%,0%,0%,0%,0%,0%,18
-10.7,0.0,Miami,AFC East,5.0,11.0,0.0,0%,0%,0%,0%,0%,0%,18
